innovation,integrity,quality,respect,teamwork,document_length,Doc_ID
127,33,128,26,16,4609,5587155
72,11,61,29,16,1854,5587158
33,1,32,3,5,1095,5587174
38,3,41,7,4,854,5587177
50,16,66,20,15,2133,5587178
10,0,9,1,0,321,5587179
15,1,26,0,4,799,5587180
28,14,56,2,6,2394,5587194
76,17,110,6,10,2837,5587195
46,24,103,9,2,2910,5587196
22,5,18,1,9,1185,5587197
44,23,88,7,7,2724,5587198
93,10,68,5,10,2842,5587203
60,3,38,7,13,2728,5587210
39,8,41,14,12,2450,5587211
43,15,40,3,16,2898,5587212
25,1,20,0,7,1251,5587214
74,5,55,4,16,3259,5587223
49,11,59,8,14,2268,5587226
17,8,17,0,9,1058,5587228
11,5,18,8,13,965,5587229
20,17,23,1,12,1194,5587230
105,6,77,12,19,2814,5587249
13,2,5,2,1,136,5587250
4,0,7,0,3,266,5587292
16,1,7,2,2,316,5587414
59,4,47,4,15,3875,5587444
31,1,15,4,6,1978,5587454
34,5,28,17,5,701,5587468
54,7,45,3,16,2581,5587499
77,2,83,2,10,2866,5587525
61,9,60,12,10,3286,5587526
59,13,58,9,20,4191,5587528
40,6,39,3,9,2109,5587530
18,0,9,2,3,688,5587531
28,4,25,3,11,2356,5587537
30,4,18,1,1,1268,5587546
105,15,64,16,22,3050,5587549
66,19,62,5,11,3722,5587551
6,0,10,1,1,795,5587585
50,7,27,7,7,2412,5587586
3,3,7,0,6,1048,5587706
105,6,71,6,9,2617,5587721
63,99,92,94,37,4812,5587788
94,29,72,14,39,4642,5587790
38,5,52,1,12,2259,5587920
94,5,85,16,20,3542,5587992
32,8,29,6,2,1019,5588034
94,11,79,7,9,4236,5588038
7,0,3,0,0,112,5588056
33,13,34,6,15,2119,5588137
30,5,43,4,5,2081,5588138
13,0,3,2,9,398,5588160
134,14,90,30,17,4816,5588161
20,8,11,3,7,737,5588162
11,2,12,0,9,407,5588163
8,2,8,0,5,254,5588165
62,18,64,7,13,3725,5588172
72,9,76,13,16,3855,5588173
41,4,53,7,13,1592,5588175
52,7,45,11,9,2322,5588203
22,5,25,1,9,2214,5588205
22,7,26,10,17,2218,5588207
45,8,28,5,20,2884,5588209
239,42,152,63,70,6296,5588210
78,20,41,16,19,3500,5588211
38,18,24,24,6,1977,5588213
52,15,72,7,8,3525,5588214
49,4,73,12,13,2841,5588215
93,9,47,45,14,1703,5588216
31,3,15,20,9,1109,5588217
28,7,24,4,2,1155,5588218
48,8,58,8,12,3140,5588220
156,8,114,34,26,3334,5588222
16,3,18,3,7,1143,5588233
15,5,16,2,2,939,5588235
24,2,35,1,3,1371,5588237
22,6,29,4,6,1569,5588239
17,0,9,2,0,284,5588241
32,4,15,5,0,1250,5588263
18,0,23,8,2,1384,5588267
93,22,42,24,9,3400,5588298
41,5,60,0,10,2673,5588307
75,11,62,8,9,3392,5588331
37,12,33,3,6,2443,5588335
39,5,35,1,4,2264,5588338
70,13,55,11,25,4501,5588341
37,7,32,5,9,2914,5588372
48,10,40,5,10,2448,5588381
66,5,69,10,7,2295,5588476
36,2,27,4,8,747,5588477
4,4,21,0,2,1104,5588487
47,11,69,4,20,3028,5588489
34,5,42,4,15,2198,5588585
8,3,5,3,0,735,5588592
39,7,57,17,6,2341,5588598
40,1,43,13,5,2962,5588638
50,45,47,31,23,3780,5588687
64,8,121,15,6,3025,5588730
9,4,5,1,4,1053,5588734
17,15,12,1,6,1598,5588735
6,1,1,0,1,560,5588736
9,1,4,2,4,765,5588737
15,2,22,6,5,640,5588761
61,4,48,4,10,1139,5588767
16,1,26,3,8,2073,5588776
34,7,71,2,3,2073,5588782
39,9,55,8,28,2511,5588784
47,21,25,1,11,2014,5588786
32,9,23,1,20,1800,5588789
37,27,21,3,16,1700,5588793
10,3,8,0,4,751,5588802
32,2,19,2,0,1351,5588806
61,14,82,5,12,2618,5588814
6,0,9,3,1,185,5588818
34,17,53,7,32,2795,5588857
50,15,46,3,17,3036,5588860
49,12,41,5,27,3369,5588861
77,14,78,12,28,3264,5588863
26,5,33,16,9,1718,5588874
33,1,19,3,9,1674,5588875
22,3,24,2,15,1223,5588881
54,8,41,2,16,970,5588886
75,11,52,30,12,2499,5588887
19,5,16,12,2,1122,5588904
52,7,10,4,8,1767,5589039
31,0,25,6,5,458,5589053
82,6,51,6,8,1643,5589058
46,8,37,29,4,1985,5589059
18,6,11,3,4,631,5589064
24,1,18,1,2,516,5589066
67,5,63,8,15,1960,5589075
44,6,55,9,12,1674,5589076
65,1,55,8,12,3161,5589077
35,1,25,3,4,1599,5589089
76,16,43,5,15,2430,5589117
30,10,19,16,12,977,5589152
778,59,294,57,169,10156,5589301
7,5,15,0,3,1247,5589364
9,6,8,1,7,1376,5589370
15,6,37,5,4,2397,5589373
23,7,52,4,0,2543,5589382
42,4,31,7,9,937,5589462
57,7,39,21,10,2019,5589494
30,1,14,4,34,1596,5589558
16,4,9,3,5,469,5589569
51,11,17,10,32,3428,5589573
22,1,15,0,5,662,5589599
49,17,34,9,22,1609,5589608
31,15,8,11,12,1900,5589609
31,2,23,1,4,481,5589616
69,17,50,20,9,2983,5589669
67,3,18,6,19,999,5589679
64,16,74,13,13,2334,5589686
69,4,55,22,18,3644,5589697
70,4,33,5,9,1256,5589705
20,5,23,9,2,598,5589706
52,1,21,1,6,1452,5589722
86,9,56,6,15,3096,5589724
31,6,13,10,10,1457,5589727
20,0,8,0,6,382,5589739
6,3,13,0,1,647,5589741
0,0,0,0,0,51,5589742
0,0,0,0,0,27,5589743
0,0,0,0,0,45,5589744
23,6,48,13,4,1713,5589751
42,9,16,12,13,2538,5589755
60,7,51,2,17,3101,5589756
44,9,45,30,8,2495,5589757
30,1,21,11,2,1655,5589763
11,1,14,0,3,862,5589765
37,8,48,53,9,2864,5589783
44,25,44,9,11,3195,5589847
96,43,57,10,22,4756,5589851
24,4,35,3,20,2475,5589853
35,11,26,3,9,2074,5589866
15,25,14,1,7,1298,5589867
41,13,16,4,15,1203,5589868
6,18,15,2,13,1913,5589870
28,4,25,1,6,704,5589915
61,7,73,8,12,2004,5589943
82,6,60,17,19,4083,5589997
45,1,27,16,2,2474,5590102
19,3,13,2,1,805,5590164
76,28,97,6,19,2736,5590268
64,3,74,10,8,2026,5590302
79,12,71,9,10,4801,5590657
65,2,76,3,12,3338,5590661
60,6,60,12,14,4274,5590662
89,5,71,6,10,3718,5590663
8,0,7,2,2,218,5590735
99,12,38,27,10,3360,5590766
40,6,41,6,5,2120,5590774
137,12,51,14,16,1914,5590775
8,8,8,3,1,780,5590793
54,6,50,8,4,2313,5590823
56,2,126,11,4,2809,5590826
28,8,40,3,1,2426,5590830
11,0,11,1,0,361,5590831
50,4,39,4,10,3947,5590833
62,1,52,8,8,1691,5590862
68,7,73,1,22,3003,5590877
76,7,72,13,14,3116,5590878
47,8,64,3,13,2892,5590879
82,12,106,1,28,3499,5590880
8,0,7,6,2,998,5590881
26,12,30,3,4,1052,5590902
53,4,40,5,8,2580,5590917
46,7,55,11,11,2759,5590928
26,3,23,3,7,2253,5590938
16,1,33,4,2,1013,5590954
63,18,41,20,13,3353,5590961
16,8,8,1,5,599,5590968
22,6,12,2,1,2102,5590971
35,6,70,9,12,2220,5590975
39,9,45,12,13,2395,5591148
48,4,35,20,9,1783,5591189
35,6,80,18,22,2467,5591203
33,1,12,11,7,722,5591204
32,6,25,0,10,757,5591209
27,3,13,8,1,1546,5591238
23,1,27,6,1,739,5591239
63,3,47,7,2,3467,5591270
17,2,2,1,8,988,5591271
12,0,14,0,1,234,5591274
45,8,38,7,10,1772,5591279
40,5,68,1,10,1577,5591438
49,10,63,17,11,2457,5591439
14,1,43,0,7,1966,5591442
36,7,12,18,5,758,5591454
24,5,9,6,10,1426,5591497
26,19,28,7,17,2525,5591504
67,12,85,14,15,3249,5591505
101,22,47,40,40,2168,5591506
26,3,17,4,2,727,5591508
20,3,28,4,2,874,5591512
6,0,2,2,0,133,5591514
15,3,15,1,9,912,5591530
75,15,81,10,10,2554,5591531
102,19,89,27,29,3573,5591535
91,12,86,24,6,3198,5591540
29,23,34,9,20,2460,5591761
48,18,64,18,14,2980,5591763
45,13,43,9,8,1410,5591770
68,9,52,9,12,2096,5591780
65,3,27,5,1,2097,5591786
43,12,47,13,6,2315,5591799
29,3,21,3,2,655,5591802
1,0,3,1,2,466,5591818
27,1,31,5,6,1030,5591840
50,18,20,38,7,1625,5591980
94,19,98,33,54,3004,5592055
16,2,75,0,11,2723,5592125
15,0,45,0,11,2420,5592126
31,1,42,0,15,2631,5592127
23,2,35,3,14,2328,5592167
38,23,23,2,12,3486,5592180
32,28,37,29,25,2045,5592183
54,17,47,16,13,1922,5592185
125,11,132,4,20,4291,5592187
54,10,22,2,8,2112,5592188
39,17,14,20,9,2389,5592189
103,10,91,24,15,3458,5592190
49,5,26,17,10,1648,5592191
59,5,44,17,16,2664,5592193
25,23,47,4,19,2887,5592201
33,7,25,2,12,2587,5592213
27,1,40,2,9,1482,5592215
57,15,28,15,23,3654,5592216
47,5,16,13,11,2145,5592231
15,5,8,0,2,1230,5592285
93,10,113,43,20,4012,5592303
79,5,60,6,14,2646,5592312
170,23,165,21,32,7339,5592316
14,4,7,6,1,711,5592318
51,15,65,23,12,2929,5592319
65,7,52,21,23,1826,5592342
82,11,33,10,12,3904,5592349
48,7,89,16,11,2160,5592352
32,2,47,6,7,1462,5592358
47,4,80,16,10,2673,5592359
55,11,55,7,24,2807,5592442
41,5,32,0,8,1757,5592444
62,25,72,26,14,3447,5592674
31,40,69,28,20,2302,5592699
50,14,35,20,12,2348,5592707
65,7,48,13,14,4384,5592714
17,4,15,2,5,1306,5592737
30,19,38,8,15,2094,5592881
145,14,83,18,19,3103,5593022
37,15,54,16,15,3186,5593053
69,18,64,29,12,2750,5593123
82,4,72,13,23,2524,5593181
141,6,81,22,20,2797,5593184
24,1,7,2,2,628,5593188
73,9,53,8,23,2981,5593201
17,15,17,1,18,2221,5593202
42,5,19,13,4,1255,5593217
23,7,36,24,4,1226,5593221
58,7,36,2,9,1535,5593228
37,18,52,14,14,3540,5593233
11,1,5,0,3,279,5593235
31,1,37,8,7,2068,5593236
14,2,29,1,4,1126,5593238
63,20,54,34,15,2519,5593241
72,8,40,9,37,2235,5593242
49,10,31,4,17,2651,5593260
31,0,26,9,2,1141,5593264
150,15,99,77,25,3823,5593267
49,9,46,2,9,2726,5593268
58,4,35,7,6,1725,5593271
116,10,80,4,8,3532,5593272
25,1,25,4,1,633,5593274
30,2,28,5,2,540,5593285
7,1,15,5,2,285,5593334
5,6,5,2,1,682,5593354
37,6,17,1,5,689,5593362
24,5,42,7,9,1233,5593389
43,16,30,7,19,2314,5593426
70,3,76,7,8,1315,5593428
25,3,52,2,0,1737,5593435
124,27,51,19,14,3433,5593444
72,11,90,26,34,2859,5593445
45,13,58,7,20,3568,5593453
13,7,33,5,12,2257,5593460
56,9,40,2,16,2768,5593470
25,5,38,4,6,1984,5593471
49,2,60,14,12,1094,5593475
89,6,61,9,10,3534,5593478
36,11,9,17,14,2510,5593479
27,4,12,3,1,1419,5593481
72,7,44,37,12,3153,5593482
125,22,71,17,17,3495,5593487
93,11,81,20,18,2380,5593490
110,3,46,8,11,3565,5593492
25,8,22,10,8,1696,5593493
38,17,33,16,8,2570,5593494
58,6,67,15,5,2748,5593496
35,4,54,7,10,2569,5593500
140,19,97,28,15,3519,5593503
13,8,11,2,8,1312,5593505
41,11,15,15,16,2127,5593514
53,7,61,4,15,3223,5593516
47,7,45,8,21,2743,5593520
59,8,60,8,27,3269,5593522
65,8,95,8,9,2855,5593524
53,15,70,6,10,3230,5593527
59,5,71,4,37,2449,5593573
57,10,59,5,16,2751,5593575
6,2,9,1,1,246,5593585
39,2,33,7,7,2651,5593586
34,17,25,3,15,2864,5593589
39,6,28,7,7,1760,5593591
93,14,80,38,23,3386,5593598
45,5,45,7,14,1166,5593600
17,3,29,1,13,873,5593613
50,8,50,4,7,2613,5593614
33,9,39,20,10,2761,5593615
44,7,30,5,11,2679,5593616
17,5,13,4,7,1947,5593617
34,6,32,2,7,2603,5593618
15,0,8,21,3,410,5593629
0,1,2,3,0,146,5593631
21,0,14,5,1,573,5593636
27,0,10,2,3,755,5593637
28,6,23,17,2,797,5593638
5,2,3,1,0,126,5593640
13,3,9,0,2,266,5593644
3,0,1,0,0,108,5593658
7,2,3,2,0,282,5593664
8,0,2,0,1,67,5593676
89,7,55,20,7,2903,5593692
31,6,18,6,8,1542,5593701
69,19,30,14,23,3021,5593706
39,2,40,12,3,1444,5593707
58,5,20,3,3,1928,5593709
32,6,39,6,4,1263,5593710
7,3,11,1,3,1056,5593712
63,3,24,6,13,1403,5593714
50,9,39,10,4,2766,5593715
63,8,23,21,3,2828,5593720
28,0,21,2,15,567,5593721
34,2,50,1,7,2124,5593724
37,7,33,2,14,1889,5593726
15,1,15,0,4,871,5593727
29,3,17,4,13,870,5593728
18,7,20,2,12,881,5593729
27,2,14,5,9,1573,5593731
25,0,33,1,2,1026,5593742
45,9,14,8,17,3004,5593743
52,19,35,20,6,3816,5593745
88,21,27,7,12,3843,5593747
89,6,118,3,12,2205,5593753
19,5,14,1,1,1495,5593757
106,21,58,32,18,3142,5593759
45,12,38,16,6,2813,5593761
64,12,48,10,14,2267,5593762
39,11,72,11,13,2804,5593764
30,2,10,3,55,1278,5593767
64,7,50,13,9,2016,5593768
101,13,67,6,22,2818,5593770
33,5,26,1,4,666,5593773
17,1,9,0,2,423,5593784
31,11,63,5,11,2525,5593786
20,8,37,4,7,1092,5593787
1,1,2,0,1,88,5593788
55,2,41,6,10,1163,5593799
137,6,67,13,7,3551,5593816
41,11,18,6,5,1768,5593819
54,5,28,15,17,2080,5593821
47,4,50,6,1,2222,5593863
20,5,21,9,2,1865,5593874
103,10,121,17,21,3112,5593887
105,9,76,7,14,2714,5593903
217,134,121,157,56,8100,5593916
40,15,50,9,23,3030,5593947
21,21,36,6,10,1933,5593980
27,6,28,6,9,788,5594153
38,11,46,3,28,3113,5594154
115,19,78,19,21,2609,5594162
35,4,11,4,6,735,5594209
52,6,36,5,26,1487,5594213
692,60,467,64,130,14187,5594225
78,8,72,20,14,2822,5594226
42,9,54,30,9,3307,5594237
53,5,25,31,3,1151,5594239
11,10,23,3,4,781,5594246
40,2,29,17,14,1736,5594247
73,6,100,20,16,2971,5594252
74,5,82,15,16,1456,5594253
16,2,9,1,2,349,5594256
16,2,19,1,1,1078,5594260
28,1,11,0,3,637,5594261
64,7,66,6,16,2470,5594270
52,4,25,4,10,1986,5594374
26,6,25,11,5,742,5594384
47,6,31,2,10,1572,5594390
39,7,46,6,17,878,5594394
43,5,37,4,5,1437,5594396
37,5,16,6,14,979,5594397
35,2,47,13,5,2570,5594400
43,3,37,14,7,1360,5594403
85,3,68,23,17,2315,5594404
1,0,2,1,0,125,5594406
47,24,59,12,11,2475,5594407
19,1,21,0,0,979,5594409
87,5,56,3,16,2890,5594410
38,2,58,1,2,3145,5594413
42,6,37,8,20,2395,5594416
13,6,8,1,5,1844,5594421
18,11,22,9,6,1489,5594423
24,4,18,2,2,568,5594426
51,11,46,20,7,2756,5594427
9,4,7,2,1,751,5594430
60,3,44,2,4,1586,5594431
27,1,15,4,4,913,5594438
46,5,19,8,9,2417,5594439
49,18,18,2,3,2120,5594441
68,2,31,21,14,1814,5594445
83,30,86,15,9,5145,5594450
41,7,45,6,7,1234,5594451
11,0,11,0,0,374,5594454
89,12,42,4,17,1723,5594470
32,5,31,9,8,1121,5594471
53,4,27,6,6,1684,5594472
60,6,36,17,14,1917,5594474
45,6,13,3,2,1374,5594476
36,3,48,1,11,937,5594482
28,7,40,2,1,1385,5594490
43,8,31,4,18,913,5594494
53,14,102,10,29,4293,5594502
118,7,104,27,14,2898,5594503
58,14,79,0,6,2952,5594504
107,7,105,7,18,3352,5594507
48,6,33,12,7,2691,5594508
58,6,91,10,13,3091,5594510
88,6,32,5,39,2183,5594516
75,8,53,6,15,2346,5594521
22,2,20,4,1,2202,5594528
30,2,32,12,2,1796,5594530
83,11,71,12,7,2987,5594536
46,22,72,20,11,3146,5594560
68,17,51,15,17,2965,5594562
72,11,73,9,11,3634,5594564
82,1,22,4,13,1351,5594572
13,1,19,5,4,779,5594586
87,14,46,4,7,3056,5594608
34,25,25,6,8,1944,5594610
27,1,23,3,5,946,5594612
136,9,54,16,27,2872,5594636
15,3,22,3,1,1322,5594650
45,9,53,6,8,2139,5594651
88,5,35,10,61,2388,5594655
68,7,65,5,19,3204,5594656
17,1,11,2,1,410,5594658
62,9,70,30,15,2863,5594659
54,11,43,12,12,2666,5594680
43,6,55,10,17,3085,5594682
38,11,59,4,3,2015,5594684
88,5,49,18,6,1632,5594685
51,5,36,6,8,3107,5594710
19,3,21,1,5,1723,5594711
46,6,21,14,15,924,5594716
50,3,22,17,7,2278,5594717
50,7,44,4,9,3333,5594720
42,3,14,6,5,2587,5594721
57,8,39,10,7,2531,5594724
47,2,106,23,16,1686,5594735
82,5,51,8,11,1812,5594738
124,5,114,17,8,3205,5594739
188,8,80,59,38,2915,5594740
159,11,72,33,15,3131,5594742
43,4,19,1,8,2791,5594744
30,1,17,11,6,1412,5594745
54,12,24,0,20,2791,5594748
103,6,60,14,14,2616,5594749
3,1,6,1,3,122,5594750
7,4,2,3,2,769,5594751
49,11,22,7,18,3589,5594755
9,1,10,1,5,406,5594759
6,1,3,2,2,321,5594760
17,3,6,1,7,1629,5594761
24,2,39,4,5,2422,5594762
27,7,15,4,8,1952,5594763
25,3,32,5,1,1855,5594765
24,3,5,1,6,853,5594766
109,9,72,7,19,3368,5594770
45,16,49,3,14,3832,5594771
49,19,47,1,10,2185,5594773
28,1,17,1,1,1145,5594774
46,10,30,15,11,3180,5594775
26,2,59,2,4,2053,5594777
12,0,16,10,4,386,5594778
46,4,37,4,6,1881,5594779
37,9,49,1,11,2094,5594781
49,5,111,6,20,2619,5594783
76,13,41,7,16,3101,5594787
71,9,99,8,11,2286,5594789
85,18,40,22,18,3312,5594790
39,5,56,8,12,2362,5594791
53,2,38,0,2,766,5594792
28,1,20,4,3,422,5594795
20,6,23,3,4,2411,5594796
51,3,72,6,5,3517,5594797
49,2,65,1,3,2527,5594799
58,22,45,13,10,1587,5594800
32,4,37,1,6,2518,5594802
59,8,73,9,3,2948,5594804
23,1,30,1,6,746,5594805
29,9,29,8,0,1717,5594820
32,3,59,0,6,2393,5594821
11,2,29,4,3,641,5594825
5,2,14,6,1,269,5594830
10,0,17,4,2,379,5594831
18,4,26,4,5,757,5594834
0,0,0,0,2,170,5594837
12,7,9,3,2,527,5594838
21,5,23,2,3,589,5594839
32,2,31,6,4,638,5594849
1,1,10,0,1,209,5594850
26,5,23,5,15,873,5594852
14,5,33,1,4,663,5594858
4,3,8,2,3,158,5594860
17,2,16,18,1,681,5594861
16,4,36,2,3,702,5594864
44,4,38,5,10,1162,5594868
18,2,7,1,3,457,5594872
19,8,25,11,6,826,5594873
58,4,47,3,18,1294,5594878
17,2,12,0,1,291,5594880
22,2,10,1,3,743,5594887
44,1,27,15,6,762,5594890
22,5,30,2,11,609,5594891
13,4,12,14,7,544,5594894
23,2,42,11,2,1113,5594896
46,1,14,6,3,791,5594897
28,1,34,6,5,770,5594898
64,10,55,13,27,2359,5594899
60,5,49,8,19,2036,5594903
36,6,29,19,13,869,5594907
51,3,38,12,12,1224,5594909
4,0,10,0,1,418,5594911
29,3,66,5,4,1633,5594915
16,1,32,7,0,569,5594917
19,4,7,2,0,418,5594921
16,0,11,2,3,438,5594933
12,0,17,5,4,429,5594936
15,0,7,0,1,422,5594939
58,9,61,7,17,1337,5594940
9,2,11,1,2,188,5594945
22,0,5,3,2,377,5594951
24,5,24,1,6,593,5594952
28,1,25,1,9,452,5594955
43,7,43,15,8,950,5594957
32,2,28,0,7,711,5594966
7,0,1,2,0,244,5594969
18,3,23,1,1,440,5594973
19,3,19,7,4,514,5594977
29,2,27,8,17,1022,5594982
29,5,13,16,3,565,5595000
3,1,13,0,2,315,5595001
19,6,26,2,6,630,5595003
109,11,92,18,18,2269,5595008
10,1,8,1,1,206,5595016
7,1,7,3,1,115,5595020
14,3,13,0,3,543,5595021
15,2,11,1,15,1628,5595024
31,2,34,6,5,1221,5595027
38,7,25,9,5,1486,5595031
50,6,43,4,3,1007,5595032
19,5,11,2,2,703,5595040
37,4,20,1,12,1502,5595044
125,12,86,21,28,2357,5595045
24,8,52,12,11,2108,5595057
37,17,39,24,11,3326,5595111
38,27,44,28,8,1935,5595181
11,6,34,4,5,1983,5595184
21,8,26,4,2,1812,5595198
25,10,42,2,8,1250,5595201
13,1,15,1,6,566,5595202
21,2,30,1,4,752,5595203
21,13,59,21,6,3040,5595243
50,14,85,12,15,3887,5595356
55,9,58,16,6,3236,5595358
51,6,20,4,12,1850,5595361
32,47,29,39,10,2130,5595377
67,9,57,3,23,2748,5595388
42,23,33,14,18,2394,5595455
49,14,29,39,10,2892,5595568
20,1,34,4,3,1317,5595668
115,6,60,23,8,2027,5595670
76,7,62,25,4,2028,5595673
86,3,39,17,7,2310,5595676
136,14,76,25,4,3051,5595678
13,2,10,1,1,1421,5595681
57,4,49,4,0,2236,5595688
52,2,9,4,8,1299,5595693
41,11,52,4,5,2081,5595694
23,3,28,2,8,1072,5595713
39,7,44,12,7,1826,5595728
6,0,1,0,0,94,5595753
26,4,21,3,2,1459,5595780
45,4,27,6,6,3193,5595781
21,2,12,1,2,1224,5595801
50,9,29,18,14,3350,5595802
45,2,30,8,4,1822,5595810
74,3,40,3,6,2406,5595826
22,2,21,2,4,1320,5595841
89,11,89,0,9,3537,5595848
28,10,22,11,11,1745,5595854
20,1,6,10,1,893,5595883
23,3,29,5,3,664,5595885
20,13,42,6,3,1807,5595904
30,4,33,9,9,1911,5595907
50,22,36,31,6,1808,5595922
19,13,21,2,7,2038,5595923
51,35,31,8,17,3343,5595929
43,7,5,5,13,1386,5595931
39,8,57,16,4,2732,5595967
31,9,23,6,5,1826,5595968
67,7,29,3,8,2380,5595974
52,2,52,5,7,2805,5595981
17,5,5,0,4,1142,5595990
50,20,57,11,5,2773,5595992
44,3,14,2,3,1827,5595995
47,12,34,3,19,2228,5596003
25,6,14,2,10,1382,5596004
5,6,15,2,8,1236,5596006
58,17,38,30,22,2221,5596007
60,7,13,2,8,2000,5596010
48,2,34,3,6,2854,5596015
35,18,47,3,10,2465,5596018
55,4,43,0,4,2827,5596019
43,7,38,0,11,2746,5596020
61,11,48,2,23,1892,5596021
94,8,52,2,12,3305,5596023
20,3,14,3,1,998,5596026
53,0,39,11,7,1548,5596027
20,1,23,3,5,1013,5596029
110,2,42,5,7,1470,5596032
57,5,28,25,21,2291,5596033
39,4,31,17,9,2439,5596035
45,11,71,19,9,3021,5596036
60,6,44,3,8,1921,5596037
17,4,6,3,4,512,5596038
92,16,36,16,15,2041,5596039
44,1,26,4,5,580,5596045
120,5,117,4,12,2672,5596101
42,8,40,3,2,2443,5596102
71,6,47,12,10,2199,5596103
60,7,37,3,45,2752,5596104
20,4,28,2,5,1569,5596105
36,5,36,9,1,1050,5596145
121,11,62,30,19,3711,5596183
25,4,22,2,10,1459,5596184
27,2,21,4,5,1548,5596185
61,7,32,6,6,1677,5596191
84,9,55,15,16,2846,5596202
17,6,14,5,5,489,5596204
73,10,23,24,12,2097,5596206
69,3,49,16,7,2033,5596207
173,10,79,5,16,3509,5596208
60,12,45,4,12,2949,5596210
57,14,43,11,3,3911,5596211
71,8,64,8,11,2693,5596214
43,9,53,4,6,2903,5596215
24,3,40,0,6,1827,5596219
148,14,124,8,26,3785,5596221
66,10,34,12,11,2934,5596225
13,0,16,1,1,830,5596226
54,13,69,22,42,3639,5596227
8,1,2,0,5,769,5596228
7,1,14,0,3,909,5596229
44,4,79,13,4,1379,5596230
52,7,58,14,13,1792,5596237
107,11,39,15,19,1870,5596238
31,15,29,3,9,1201,5596239
91,3,59,15,16,2257,5596249
24,9,29,1,6,1677,5596250
67,8,96,7,8,3020,5596256
126,2,35,16,33,2723,5596259
85,18,72,39,22,2587,5596260
67,4,43,13,16,2493,5596261
46,6,24,15,16,2235,5596265
51,11,56,21,5,3348,5596285
30,4,41,2,32,1191,5596286
24,2,19,1,3,2112,5596366
82,3,59,6,7,3388,5596368
38,11,32,6,10,2114,5596369
74,21,62,10,23,2569,5596375
21,1,15,1,1,1291,5596384
53,12,32,1,7,2571,5596385
79,5,40,2,16,2548,5596440
32,2,40,4,5,1089,5596441
81,24,109,36,18,5453,5596457
96,29,75,14,26,3098,5596462
8,1,9,0,1,721,5596515
85,85,73,87,31,3573,5596524
57,11,74,3,13,3141,5596603
125,11,79,13,12,2946,5596605
93,80,88,72,21,4902,5596606
27,4,33,12,7,1715,5596643
57,10,72,33,4,2676,5596644
20,6,44,8,11,1798,5596646
23,8,28,6,7,2181,5596648
39,2,50,6,6,2584,5596655
8,10,27,4,3,1437,5596735
61,12,66,4,8,2645,5596781
45,2,53,10,7,1370,5596783
34,3,26,3,2,1719,5596790
25,6,13,6,12,1677,5596793
23,3,25,0,10,1448,5596796
13,3,12,10,9,1687,5596810
43,14,32,0,9,2125,5596820
54,10,79,10,21,3286,5596825
36,2,41,0,12,1641,5596833
44,10,49,3,7,2385,5596841
52,4,24,7,5,869,5596843
40,14,30,12,10,2731,5596847
67,4,47,5,13,2690,5596848
51,3,28,9,7,1931,5596852
675,80,593,106,137,17275,5596853
30,8,14,12,11,1508,5596859
43,12,56,25,12,1828,5596865
77,7,74,10,27,3404,5596867
69,5,70,6,7,1222,5596868
124,4,91,15,7,3451,5596869
133,8,99,25,7,2650,5596880
100,19,70,10,4,2830,5596889
64,8,90,5,12,3353,5596890
79,9,60,7,6,3134,5596892
49,6,55,0,7,2696,5596894
77,4,53,6,11,3008,5596909
56,1,52,5,5,1411,5596910
42,4,53,4,13,2211,5596911
22,12,32,8,1,2267,5596914
47,8,58,2,11,2850,5596917
34,2,50,1,14,1621,5596918
27,7,20,11,12,758,5596923
75,14,55,9,23,2478,5596928
117,16,116,11,20,3510,5596929
41,9,27,7,7,1945,5596933
72,5,51,7,15,3410,5596943
58,19,36,16,34,2279,5596944
12,2,8,2,4,1178,5596960
72,7,73,13,15,2296,5596969
140,20,143,54,12,3941,5596985
148,16,88,57,29,4633,5596992
5,0,7,0,0,536,5596997
36,5,67,5,24,2351,5596998
14,0,8,3,8,723,5597000
45,11,91,8,18,2999,5597016
75,8,52,11,14,2152,5597019
90,32,81,19,27,5518,5597044
34,8,52,15,4,2675,5597049
70,10,53,15,14,3228,5597077
37,1,17,3,4,1014,5597085
3,9,6,0,5,569,5597124
5,0,4,0,3,235,5597144
26,11,54,4,17,2804,5597149
20,9,28,2,11,1843,5597150
25,10,27,3,7,2213,5597151
17,0,19,2,6,1304,5597152
80,32,104,12,8,4629,5597170
35,8,28,15,8,2124,5597174
45,9,48,4,9,1743,5597194
13,4,17,6,3,1169,5597199
39,3,31,2,10,2580,5597204
87,5,63,11,14,2131,5597206
64,3,24,2,14,1772,5597207
37,4,19,15,12,1653,5597215
15,4,12,3,0,302,5597216
11,2,4,2,3,1133,5597217
36,7,23,0,7,2717,5597219
20,4,15,2,3,1755,5597221
23,4,18,6,3,1572,5597223
53,9,53,22,12,3334,5597225
58,12,49,13,11,2717,5597228
56,12,27,3,12,1676,5597245
31,12,15,8,14,1538,5597250
57,6,62,6,9,2507,5597251
54,6,40,24,10,1698,5597252
38,4,30,16,8,1459,5597253
45,2,43,6,14,1080,5597254
9,1,5,1,4,481,5597255
47,9,52,22,25,1770,5597256
15,3,3,3,6,796,5597257
70,13,40,24,21,1668,5597258
30,3,14,5,8,761,5597259
58,7,52,16,19,1564,5597260
104,5,56,7,15,2345,5597262
26,1,10,2,9,1303,5597264
