innovation,integrity,quality,respect,teamwork,document_length,Doc_ID
190,14,63,37,41,2521,12195100
129,17,113,63,27,2252,12195104
42,10,43,12,16,2847,12195108
37,1,66,10,18,2337,12195109
22,3,29,3,6,1070,12195112
68,2,42,5,9,1563,12196098
5,1,2,0,2,411,12196099
44,6,22,2,7,1699,12196109
62,20,28,15,15,1527,12196110
59,5,41,9,6,1568,12196140
18,3,17,11,1,1398,12196178
12,1,2,0,2,605,12196190
32,2,36,16,11,946,12196191
39,3,16,1,11,1854,12196206
33,15,31,0,9,1090,12196214
22,7,6,2,17,1046,12196218
146,9,89,25,25,2910,12196236
0,0,0,0,1,53,12196269
23,11,27,33,12,1451,12196388
11,26,22,5,14,2779,12196391
14,5,12,13,6,649,12196401
13,0,11,3,4,663,12196629
48,10,42,2,18,3363,12196650
25,23,42,24,29,1918,12196754
12,5,17,7,4,467,12196959
107,10,67,8,21,2340,12196961
12,3,5,2,38,805,12196963
19,1,6,0,8,309,12196978
43,9,41,2,8,1718,12196982
100,22,47,47,53,3118,12196983
6,0,6,0,1,157,12196984
13,2,5,0,2,1220,12196988
12,2,10,0,1,642,12196989
59,11,56,6,30,1477,12196994
120,14,143,12,12,2217,12197003
77,13,74,18,7,1799,12197004
40,3,32,1,10,1193,12197017
28,5,18,8,14,1578,12197039
87,9,65,9,3,2416,12197053
16,2,13,6,2,1214,12197058
26,7,9,5,9,1322,12197062
57,8,45,12,14,1985,12197072
111,8,67,15,14,2407,12197077
0,1,0,0,0,59,12197087
83,36,43,33,36,2439,12197095
63,14,57,11,4,1834,12197117
5,6,5,0,2,730,12197123
48,5,29,7,3,1738,12197128
15,1,34,3,6,1422,12197134
46,4,68,9,11,2293,12197203
20,7,13,5,1,639,12197208
9,6,24,1,8,1111,12197296
80,2,45,19,17,2148,12197304
69,8,51,23,12,1914,12197315
70,5,61,13,11,2140,12197318
41,10,79,9,17,3060,12197320
71,11,65,6,10,1908,12197321
144,5,99,18,28,2241,12197324
83,10,73,8,28,1751,12197325
244,7,82,48,54,3850,12197326
144,15,79,31,31,2407,12197327
173,11,62,22,44,2766,12197328
126,5,63,11,25,2227,12197330
40,12,23,18,14,1587,12197331
118,16,75,25,27,1958,12197332
137,4,71,33,22,1797,12197333
6,0,24,2,6,769,12197335
13,3,21,4,3,1120,12197341
4,1,19,2,1,420,12197345
41,12,40,4,5,1056,12197347
30,4,24,5,1,697,12197354
22,0,22,4,17,1059,12197357
96,12,83,20,12,2629,12197361
151,17,145,19,12,3186,12197376
78,9,47,10,12,2357,12197377
31,5,21,4,7,1102,12197386
23,2,14,3,7,1770,12197390
144,22,81,84,28,2573,12197429
24,1,22,0,6,1452,12197524
48,12,36,2,4,1577,12197533
25,4,25,8,6,1657,12198644
0,0,1,0,0,26,12198758
426,25,276,20,87,8703,12198805
94,6,33,15,14,1698,12198847
11,3,10,3,4,1158,12198850
49,6,49,8,12,1963,12198934
38,5,20,0,14,1401,12198956
124,7,103,17,22,2449,12198976
89,14,64,9,9,1975,12198979
90,2,76,15,9,1832,12198980
11,1,14,6,13,854,12198989
86,12,38,14,8,2663,12198995
30,3,5,5,5,1015,12199080
5,1,2,1,4,224,12199089
61,2,30,4,3,1200,12199091
76,20,74,41,29,2003,12199098
5,0,10,4,0,579,12199105
30,1,31,8,6,2007,12199127
15,7,13,3,2,1716,12199128
35,10,57,8,18,3666,12199129
9,1,10,2,2,430,12199142
17,4,17,3,20,728,12199152
87,5,57,4,11,1833,12199200
75,10,78,20,13,3234,12199209
44,5,38,8,3,1526,12199227
44,14,50,45,4,1735,12199236
90,19,71,58,8,2249,12199237
2,1,0,0,0,53,12199239
95,8,78,7,5,1266,12199277
89,15,63,11,17,1413,12199280
45,9,54,27,12,2181,12199299
7,3,5,1,1,568,12199336
0,0,0,0,0,26,12199340
11,0,6,6,1,351,12199344
20,3,18,1,4,1534,12199346
16,1,21,4,3,764,12199347
42,10,31,2,5,1202,12199348
5,5,5,2,2,476,12199350
22,5,14,1,2,749,12199353
29,6,41,1,15,2877,12199373
29,6,19,12,8,1751,12199374
29,1,8,1,19,837,12199395
26,3,18,5,6,1172,12199396
70,10,54,14,8,2034,12199413
55,19,54,7,4,2172,12200176
9,13,13,5,3,1769,12200208
84,18,57,18,26,2302,12200359
69,6,87,11,8,1764,12200408
5,0,27,3,5,227,12200471
18,1,13,4,0,656,12200490
85,8,69,9,16,2129,12200571
19,8,35,12,14,2732,12200660
78,10,65,7,19,1803,12200767
41,6,32,4,7,1663,12201833
33,6,50,3,26,2397,12202026
6,1,26,0,2,894,12202119
1,1,16,9,5,605,12202176
11,3,10,3,3,773,12202195
12,4,12,0,0,1166,12202197
55,14,72,7,21,3090,12202521
12,1,19,7,3,1082,12202564
14,0,17,1,6,647,12202836
95,5,93,11,12,2302,12202901
14,12,18,3,5,792,12203420
63,7,21,8,29,2383,12203448
24,2,15,5,3,931,12203449
21,2,17,5,12,1319,12203549
56,10,32,9,8,1752,12203563
75,9,8,9,11,1594,12203564
0,0,1,0,0,199,12203604
11,1,7,0,1,535,12203644
7,1,0,1,1,112,12203650
101,19,83,52,19,2340,12203703
59,7,28,6,4,1863,12203721
5,3,1,0,1,582,12203725
26,5,57,6,7,1300,12203961
21,5,26,2,3,1164,12204047
688,75,456,106,133,12513,12204079
30,3,16,2,5,960,12204140
93,8,88,4,12,1777,12204566
62,7,55,2,6,1737,12204594
95,7,56,4,15,1987,12204645
35,4,72,14,9,1615,12204832
12,0,6,2,2,612,12205170
298,88,312,110,101,8090,12205350
128,9,65,38,25,3006,12205368
35,4,17,6,6,1022,12205369
108,9,77,6,28,1908,12205373
6,0,10,0,0,232,12205408
106,25,80,54,18,2218,12205434
223,57,120,78,42,3327,12205451
18,0,19,5,1,741,12205457
47,7,15,8,7,1262,12205961
4,5,8,1,3,511,12205975
124,14,57,23,13,2707,12205994
51,10,50,9,13,2413,12205996
3,2,1,0,0,170,12206027
50,2,52,11,7,1037,12206039
39,8,47,8,9,1874,12206096
13,5,23,4,6,1536,12206187
18,2,2,2,4,392,12206249
96,7,67,6,6,1896,12206282
32,4,41,7,2,889,12206295
97,5,66,2,12,1343,12206318
94,17,45,26,9,2177,12206329
9,0,2,2,0,113,12206338
37,12,67,0,5,1978,12206396
76,11,84,11,28,2288,12206402
79,4,63,10,7,1258,12206406
93,6,86,6,18,2421,12206411
92,13,46,8,16,2141,12206421
18,3,10,9,7,670,12206431
87,10,38,7,9,3267,12206432
62,7,40,5,10,1589,12206441
49,11,26,10,19,2679,12206449
53,4,40,2,9,2259,12206451
28,6,55,1,9,2116,12206477
153,13,72,9,20,2618,12206479
5,1,1,0,0,224,12206490
131,20,156,22,54,3362,12206712
47,3,33,23,12,1613,12206802
17,0,22,3,4,472,12206957
3,3,13,2,1,368,12207946
35,11,42,7,19,1838,12207982
5,1,3,0,5,234,12208417
4,7,21,3,6,960,12208418
74,24,81,16,19,3480,12208422
107,18,79,12,19,2797,12208433
24,0,26,17,11,1110,12208435
15,14,17,7,12,1379,12208442
82,37,26,17,25,2565,12208443
56,14,77,11,20,1952,12208447
68,14,45,14,10,2050,12208451
63,4,44,11,27,1689,12208452
13,0,4,8,1,1036,12208455
29,3,34,7,5,1049,12208456
53,4,35,13,9,1555,12208478
0,0,1,0,1,249,12208548
2,8,10,2,2,598,12208560
25,21,27,17,13,1909,12208665
11,1,6,0,3,615,12208666
38,17,30,9,26,2133,12208727
15,3,2,1,4,805,12208742
112,1,87,16,26,2938,12208743
128,29,75,77,21,2933,12208744
31,12,40,2,7,3692,12208745
159,13,65,19,15,2180,12208752
6,0,7,0,0,701,12208754
87,17,117,34,11,1869,12208757
52,15,38,23,39,1449,12208763
65,5,37,15,5,2562,12208764
69,2,31,10,9,1906,12208772
42,3,43,5,11,1882,12208773
81,13,51,2,15,3008,12208775
9,4,22,0,4,1045,12208778
39,4,48,5,16,1177,12208779
59,38,28,15,10,2734,12208780
22,1,21,1,1,724,12208788
13,5,12,20,5,707,12208791
71,5,86,18,14,2305,12208793
6,5,20,1,4,1004,12208794
295,71,136,104,139,13317,12208797
366,73,246,78,58,7396,12208801
95,29,65,27,23,3021,12208805
129,10,104,9,23,3564,12208810
16,6,22,1,3,1244,12208816
82,22,70,35,22,2131,12208828
98,6,16,4,5,2143,12208831
70,9,55,20,13,1651,12208837
162,17,119,22,45,2537,12208842
81,22,121,23,47,3174,12208848
27,2,10,6,4,708,12208849
77,2,72,7,12,2477,12208859
4,2,10,3,11,549,12208860
88,18,86,18,8,2987,12208861
110,13,45,27,26,2769,12208864
12,10,6,2,10,870,12208866
19,8,25,8,11,1152,12208880
30,4,30,6,6,1064,12208884
31,3,32,2,5,1170,12208915
25,4,43,6,5,1305,12208967
47,5,28,8,5,2107,12209010
9,9,6,0,0,496,12209011
121,14,86,14,15,3202,12209086
41,7,13,8,16,2679,12209474
107,18,67,20,17,2572,12209777
282,9,113,15,14,2679,12209789
171,12,89,11,27,2612,12209844
142,7,76,19,25,2028,12209868
66,9,93,19,11,2556,12209914
76,13,39,19,15,1943,12209946
52,8,45,20,22,1410,12209968
16,1,21,3,4,888,12209979
109,7,63,16,21,2063,12209983
89,7,87,8,5,1848,12209996
63,30,41,38,9,1883,12209997
129,12,69,58,12,3009,12210028
47,4,36,4,9,1261,12210029
87,7,81,9,16,1995,12210034
34,1,18,0,6,673,12210097
165,10,105,39,32,2726,12210098
77,7,69,21,8,2701,12210142
142,5,65,15,11,2790,12210208
97,4,39,5,10,1385,12210222
54,4,40,4,22,1220,12210253
83,7,76,12,37,3219,12210264
200,20,131,12,20,3119,12210270
33,3,52,9,3,1372,12210295
63,8,23,3,22,1914,12210312
84,1,71,9,13,2469,12210361
80,8,54,8,39,1833,12210381
66,7,58,5,24,2014,12210387
54,17,16,22,6,1888,12210388
65,6,46,9,4,1956,12210391
35,1,7,11,5,545,12210392
40,3,62,9,9,1666,12210399
95,8,126,51,30,2500,12210401
58,1,31,5,2,1014,12210402
70,16,45,18,12,2933,12210405
116,16,48,12,22,2570,12210411
119,11,153,24,34,2611,12210412
9,3,6,11,5,285,12210695
39,14,61,5,1,1533,12210756
0,0,0,0,0,54,12210770
28,11,22,8,12,2052,12210783
20,8,47,0,9,1984,12210784
224,82,212,27,66,7749,12210794
18,3,13,10,9,1563,12210834
53,11,47,8,47,3342,12210837
2,1,4,0,2,443,12210839
56,13,63,34,29,3501,12210942
33,5,91,4,14,1452,12211191
4,4,3,5,0,724,12211193
128,9,71,7,21,1964,12211270
2,0,7,0,0,262,12211271
15,13,22,3,6,1314,12211277
25,2,30,8,6,1302,12211286
78,15,85,18,15,2124,12211287
12,2,10,0,3,618,12211289
135,1,77,18,21,2248,12211292
56,6,32,17,13,2013,12211294
170,14,87,14,32,3222,12211309
43,18,37,4,5,1633,12211310
134,23,118,32,26,2654,12211315
50,13,12,12,17,1912,12211316
85,14,96,34,29,2489,12211318
115,4,57,14,6,2334,12211319
66,13,50,14,25,2220,12211361
99,16,109,17,25,2756,12211362
117,14,94,45,13,2964,12211368
139,23,58,7,15,2997,12211385
154,6,111,12,19,3463,12211391
66,2,42,7,6,1960,12211404
37,14,32,13,6,1282,12211416
17,10,27,2,27,1659,12211418
1,1,0,0,0,15,12211568
0,0,0,0,0,17,12211569
78,25,123,43,25,2832,12211584
153,7,61,29,13,1988,12211600
40,10,38,19,1,988,12211633
54,3,54,7,11,1684,12211654
60,6,40,13,10,2117,12211655
48,2,45,2,8,1719,12211664
1,0,0,0,0,77,12211665
2,2,4,0,1,643,12211666
30,5,25,3,13,1262,12211678
82,10,66,16,31,2209,12211681
99,6,87,22,19,2335,12211683
19,1,29,1,3,902,12211700
79,15,72,10,10,3358,12211702
20,5,10,3,5,681,12211764
329,95,270,91,102,9629,12211781
10,2,6,4,7,818,12211783
20,2,42,6,5,603,12211784
243,34,250,101,61,4570,12211818
8,3,9,2,1,824,12211824
7,3,12,1,7,1590,12211828
33,3,31,8,5,1318,12211886
38,13,23,12,2,759,12211892
6,10,32,8,21,1527,12211899
5,2,8,4,9,386,12211907
445,63,454,53,83,7658,12212000
69,35,49,10,41,2251,12212025
14,4,16,4,0,1412,12212033
130,9,70,27,28,2030,12212106
15,0,7,2,7,925,12212186
20,1,13,4,9,746,12212189
38,26,71,30,14,2942,12212230
30,5,36,4,2,1926,12212364
49,3,21,3,15,1634,12212491
137,21,142,25,12,3662,12212507
34,4,25,6,3,568,12212818
24,4,38,7,1,1639,12212857
119,13,50,11,19,2599,12212865
23,6,44,6,2,1463,12213032
14,2,13,1,7,852,12213042
160,14,99,29,18,3073,12213061
143,49,45,108,27,2087,12213076
20,2,5,0,2,669,12213155
585,60,366,106,98,7919,12213162
4,2,8,0,3,415,12213173
58,3,37,14,14,1824,12213263
21,6,22,5,6,1579,12213285
66,18,54,6,28,2752,12213287
18,6,14,3,4,1253,12213664
23,2,6,6,7,1563,12213853
38,10,49,3,9,2857,12213859
95,5,91,16,12,2636,12213939
24,6,30,8,14,2070,12213945
24,0,15,1,12,1254,12213951
41,22,34,10,9,2723,12213952
28,1,7,0,24,1296,12214000
8,6,13,2,3,1769,12214012
81,17,76,47,19,3439,12214069
70,12,68,29,23,3493,12214080
50,2,23,12,22,1450,12214251
8,3,10,1,7,906,12214261
8,4,15,1,4,479,12214264
94,8,122,26,19,2428,12214266
4,0,2,2,0,498,12214268
20,3,14,0,0,540,12214269
29,17,73,12,17,2867,12214270
40,17,75,20,11,3094,12214284
27,0,23,2,7,912,12214312
39,16,18,4,8,1914,12214531
44,19,10,14,17,1661,12214532
68,15,68,9,8,2365,12214734
7,3,1,0,0,867,12214869
37,12,36,3,1,1357,12214876
52,6,44,13,16,1851,12214877
16,0,10,0,3,392,12214885
15,8,33,6,4,2334,12214978
103,8,56,4,23,1831,12214990
74,7,42,18,11,1452,12214991
93,20,46,34,15,2509,12214992
9,1,14,1,5,320,12215021
40,9,57,22,3,1213,12215041
109,24,42,18,19,2281,12215051
4,0,7,1,0,559,12215086
22,6,32,0,6,2286,12215092
23,7,35,7,11,1972,12215094
40,2,20,2,5,1373,12215095
151,8,95,18,31,2116,12215096
70,9,33,2,9,1726,12215097
13,4,19,2,9,1119,12215106
41,12,40,6,16,1314,12215167
69,5,42,7,17,1587,12215171
37,8,53,6,13,1101,12215172
56,16,51,14,4,2105,12215270
11,1,13,4,5,496,12215344
57,12,49,17,10,2317,12215367
20,4,19,0,7,1311,12215416
63,9,45,57,10,2554,12215419
17,1,17,2,17,486,12215423
61,20,29,4,33,2055,12215424
1,1,8,0,0,169,12215427
97,6,91,10,7,1965,12215428
102,17,107,15,11,3074,12215429
51,24,71,9,7,3247,12215432
39,17,50,14,3,2614,12215433
95,17,66,13,11,2623,12215434
70,14,58,31,8,1787,12215437
62,0,42,2,3,810,12215441
56,17,40,15,10,2246,12215443
25,4,25,4,7,777,12215448
144,31,73,47,34,2942,12215451
10,0,19,4,7,920,12215453
56,10,67,4,21,2403,12215458
32,2,17,9,6,695,12215464
32,7,39,1,5,1923,12215465
216,22,215,44,33,4427,12215474
16,2,20,3,1,722,12215475
142,12,51,29,42,2414,12215477
68,5,54,31,25,1955,12215490
25,0,32,2,8,978,12215498
10,3,12,2,1,277,12215499
21,1,3,3,2,374,12215528
61,2,43,10,4,1365,12215554
67,4,68,24,9,1176,12215555
93,4,51,9,23,2408,12215557
55,5,75,8,15,2412,12215559
79,9,61,6,13,3176,12215564
59,3,27,0,8,1752,12215569
75,21,50,54,12,1739,12215574
133,10,87,6,6,2683,12215578
177,5,88,9,8,2315,12215583
29,3,14,1,16,1803,12215584
193,14,162,42,22,3255,12215586
178,15,172,23,42,4255,12215588
6,2,5,0,0,171,12215591
66,18,79,18,6,2910,12215593
47,15,34,9,12,1493,12215600
134,10,72,26,15,2135,12215606
23,1,6,1,1,366,12215610
1218,206,505,348,124,16647,12215612
542,81,268,143,201,13112,12215614
5,2,2,2,6,587,12215615
13,0,12,1,1,674,12215619
5,1,11,2,0,421,12215620
79,4,78,4,17,2349,12215621
76,11,84,14,6,2421,12215623
48,11,59,40,20,1628,12215624
74,18,52,10,12,2496,12215626
37,17,15,26,28,3159,12215627
126,14,86,42,7,2788,12215628
131,9,93,20,11,2808,12215637
59,6,35,21,8,2166,12215638
161,10,93,17,28,2629,12215639
47,15,46,5,15,2394,12215646
122,11,79,21,17,1736,12215647
104,10,113,39,20,3514,12215664
179,21,127,10,22,3374,12215672
95,7,48,37,42,2061,12215673
22,14,22,2,3,1902,12215674
23,4,3,20,9,1678,12215676
259,23,52,70,34,3804,12215677
111,18,60,45,16,2586,12215700
75,8,29,11,19,2191,12215701
12,0,14,8,1,1047,12215705
131,12,42,13,22,2408,12215706
73,23,63,29,11,2345,12215707
104,13,106,12,28,3075,12215714
13,2,22,1,2,403,12215715
159,7,97,12,15,2633,12215717
108,29,89,9,19,1818,12215720
14,1,8,1,9,562,12215725
10,1,36,1,3,497,12215733
264,60,155,96,102,5976,12215739
89,12,35,39,11,2553,12215742
180,17,190,28,34,4011,12215749
150,11,47,26,10,2898,12215751
30,6,27,3,15,1103,12215754
136,10,58,7,10,2263,12215773
126,5,105,29,36,2307,12215774
22,10,9,6,7,838,12215781
182,8,90,7,13,2950,12215787
51,4,24,14,7,985,12215794
81,10,85,30,16,2012,12215800
82,18,93,30,33,2142,12215801
94,23,37,19,9,4282,12215803
100,3,79,20,14,1578,12215805
144,13,100,14,14,2645,12215807
77,13,55,16,9,2323,12215808
108,8,78,9,34,3459,12215809
63,21,47,5,9,2534,12215811
134,23,124,24,24,2511,12215818
88,10,61,27,4,1832,12215821
0,0,0,0,0,14,12215823
39,7,34,5,0,1606,12215825
18,4,7,2,7,989,12215826
82,7,60,0,8,2657,12215827
91,6,41,4,4,1943,12215837
24,1,10,1,1,438,12215838
12,2,28,0,9,1180,12215841
48,7,36,2,9,805,12215847
9,1,4,4,3,595,12215850
9,2,7,5,4,898,12215851
49,1,28,5,13,1100,12215852
17,1,28,3,5,1257,12215855
104,4,80,26,31,2376,12215857
28,2,20,1,4,1747,12215858
174,36,112,66,20,3603,12215859
117,10,64,25,10,3249,12215860
56,9,50,51,14,1887,12215861
23,1,12,4,3,334,12215862
8,3,3,2,0,225,12215881
21,1,19,0,3,1149,12215884
7,1,6,1,1,455,12215997
4,1,6,0,2,144,12216013
63,17,143,8,29,6921,12216029
28,9,39,5,3,2163,12216031
24,2,32,2,5,1607,12216064
28,3,21,3,3,852,12216099
47,6,93,8,12,2093,12216122
782,111,609,111,138,17175,12216129
30,15,26,1,13,1937,12216144
79,11,46,7,22,2260,12216163
4,1,9,6,3,625,12216186
16,3,29,1,6,1104,12216264
18,3,53,3,8,1719,12216275
155,13,52,13,65,5719,12216276
18,4,18,1,0,684,12216371
11,3,16,1,1,696,12216372
64,27,56,12,8,2996,12216374
37,9,18,2,4,789,12216383
26,6,35,3,8,1109,12216385
56,0,18,1,4,1446,12216394
112,8,60,30,20,1898,12216396
58,8,28,3,2,1017,12216408
110,14,61,26,10,2357,12216415
142,1,116,40,24,2322,12216416
93,9,98,24,7,2241,12216419
90,12,76,14,22,1997,12216420
64,9,42,17,9,2085,12216423
15,5,28,10,8,944,12216427
58,4,81,4,13,2193,12216432
57,12,38,24,16,2102,12216449
6,3,7,9,5,544,12216454
144,4,74,22,18,2213,12216455
83,11,68,5,25,1739,12216473
114,6,88,19,15,2340,12216474
129,6,118,8,10,2107,12216476
56,6,66,3,7,1154,12216481
3,1,1,0,0,100,12216484
15,3,20,21,6,896,12216485
74,1,35,8,26,1839,12216486
101,14,78,15,12,2580,12216493
57,7,13,4,8,2012,12216496
99,8,87,7,15,2554,12216498
77,2,45,6,7,1340,12216502
15,28,19,19,12,1291,12216503
61,29,62,21,19,3081,12216508
113,12,67,22,18,2457,12216554
30,2,50,2,2,1081,12216555
63,21,39,66,18,2673,12216570
26,4,23,29,8,1464,12216576
93,8,54,1,5,2780,12216584
156,18,138,35,35,2851,12216616
70,4,47,15,25,1986,12216617
280,43,93,48,73,8220,12216621
40,8,45,11,5,1579,12216651
128,15,96,25,23,3015,12216662
25,2,16,8,12,1116,12216703
540,49,293,58,68,8971,12216704
85,14,49,12,28,1886,12216705
142,21,80,13,18,3367,12216707
19,6,14,5,9,655,12216708
64,2,64,10,14,1979,12216711
105,6,49,13,10,1276,12216712
20,2,27,10,7,848,12216713
9,0,13,0,1,697,12216719
51,11,29,34,12,2056,12216726
195,7,109,25,16,3347,12216748
68,5,109,28,21,2096,12216750
171,17,64,18,52,2973,12216753
58,24,23,12,11,4338,12216756
11,1,10,5,1,714,12216757
441,29,396,31,57,7677,12216761
118,16,83,41,13,3248,12216762
127,3,27,29,14,1948,12216764
40,6,23,18,12,1775,12216863
107,7,97,20,22,2189,12216879
46,4,45,10,7,1349,12216880
21,1,22,4,3,402,12216881
70,14,33,24,21,2684,12216884
6,4,3,2,1,573,12216974
63,6,25,2,8,1532,12216978
135,41,67,26,42,7065,12216994
2,3,2,0,2,665,12217009
15,5,29,0,27,937,12217042
87,6,89,10,12,3549,12217048
30,9,21,10,5,1303,12217051
58,2,35,8,24,976,12217070
25,7,14,9,11,1784,12217125
48,13,61,15,9,3129,12217135
33,9,67,24,14,1054,12217146
28,0,6,1,10,795,12217189
340,48,80,64,108,10752,12217211
89,7,22,11,29,3360,12217225
16,10,6,5,8,2051,12217228
32,13,8,10,12,2319,12217242
44,3,34,2,6,1133,12217245
208,31,132,46,81,10186,12217263
126,9,86,6,21,3484,12217268
152,11,61,68,23,2125,12217269
40,3,22,3,2,954,12217276
4,0,2,0,1,368,12217278
39,10,41,23,17,1747,12217475
28,1,40,3,4,723,12217697
16,2,6,7,4,841,12217710
108,12,111,14,5,3054,12217791
82,4,48,13,6,1876,12217794
115,8,64,10,29,2599,12217803
84,4,70,8,11,1702,12217814
114,9,117,26,31,2420,12217815
121,11,66,22,30,3870,12217823
92,8,188,14,24,3231,12217828
52,7,44,0,5,1970,12217830
69,5,117,13,19,1927,12217831
116,10,81,8,22,1673,12217840
86,8,74,15,4,2060,12217850
90,20,47,26,11,1938,12217901
75,5,51,8,16,1095,12217913
6,1,3,0,1,258,12217914
7,1,1,2,1,308,12217922
108,17,62,32,18,3023,12217941
192,14,96,37,15,3160,12217942
79,10,45,18,10,1532,12217945
31,6,24,7,4,875,12217946
9,2,6,1,1,373,12217948
5,1,7,3,2,289,12217950
24,3,10,2,3,1176,12218060
125,8,49,9,12,2226,12218065
143,24,75,20,31,4980,12218078
68,29,31,26,12,2854,12218140
0,8,2,0,1,285,12218209
48,17,58,11,27,3335,12218256
32,18,45,10,5,1463,12218293
4,1,3,0,3,634,12218294
154,21,125,42,37,3144,12218542
21,2,9,6,1,673,12218590
81,8,80,14,17,2389,12218771
71,15,49,12,15,2168,12218778
8,3,15,0,0,735,12218779
1,0,0,0,0,33,12218811
11,2,10,1,6,556,12218818
15,2,16,1,2,752,12218819
190,31,125,33,16,4521,12218820
67,5,78,14,13,2351,12218824
111,4,79,5,20,2223,12218826
2,4,11,3,4,639,12218830
7,2,30,1,2,1353,12218866
121,10,117,23,27,3017,12218911
96,22,80,14,13,2304,12218917
71,13,75,15,5,2134,12218918
123,9,109,13,9,1881,12218920
73,24,45,10,6,1462,12218930
68,1,28,4,8,1027,12218973
89,11,46,3,33,2986,12218974
77,5,62,21,2,2687,12218980
86,17,59,42,27,2695,12218982
9,0,7,0,0,849,12218996
131,11,52,42,17,2742,12219005
19,4,21,6,3,847,12219009
1,4,3,0,1,357,12219011
8,2,10,3,2,593,12219102
95,5,78,10,7,2194,12219220
40,7,41,5,2,1394,12219221
47,5,77,11,12,1277,12219225
67,9,48,23,19,1908,12219226
80,1,67,4,21,1734,12219230
6,4,13,6,5,1263,12219234
62,6,96,31,3,2396,12219294
41,2,33,0,3,884,12219330
13,7,7,5,6,948,12220459
500,38,481,76,74,7911,12220473
32,5,18,4,13,1564,12220532
2,1,1,0,0,180,12220537
38,7,6,6,6,1838,12220541
24,33,27,7,18,2116,12220552
2,0,1,0,1,245,12220557
7,3,4,0,13,524,12220571
33,6,40,0,6,1637,12220578
29,9,16,19,8,1913,12220623
33,12,62,3,13,1868,12220630
83,16,25,14,24,2868,12220634
58,7,86,10,16,1955,12220660
63,14,100,24,20,2358,12220726
23,11,13,0,9,1956,12220727
50,8,39,20,12,1942,12220729
78,8,29,13,9,2532,12220730
49,12,26,8,33,2402,12220732
37,16,21,7,15,2295,12220736
94,17,56,21,6,1858,12220738
18,6,11,1,10,1337,12220740
22,3,22,6,6,1459,12220741
236,22,90,21,28,3293,12220754
269,38,277,41,37,7574,12220756
87,10,61,26,13,1812,12220758
30,2,20,8,10,970,12220767
22,3,12,1,5,262,12220773
30,4,52,2,21,1313,12220775
76,7,18,13,14,1136,12220793
77,27,61,19,21,3356,12220862
46,14,78,21,4,2139,12220864
10,2,6,4,6,387,12220866
104,5,164,8,14,2753,12220873
127,21,120,10,17,2696,12221023
66,3,69,10,16,2197,12221051
14,2,13,0,8,519,12221054
116,20,98,20,19,3469,12221062
84,16,52,15,17,2762,12221066
23,2,26,8,5,1623,12221067
25,0,21,7,1,1011,12221068
33,7,55,6,7,1965,12221069
17,1,21,3,3,1208,12221070
50,10,38,11,6,2066,12221083
6,0,15,4,2,417,12221093
0,0,1,3,0,215,12221095
103,7,62,11,25,2647,12221103
0,1,3,0,3,160,12221336
56,23,60,17,22,2351,12221343
21,4,10,3,5,541,12221344
154,22,83,6,9,2565,12221345
30,0,21,13,10,980,12221563
6,1,13,1,0,395,12221568
34,4,14,2,10,888,12221582
22,4,9,9,4,1126,12221650
71,6,43,11,19,2665,12221656
19,7,34,11,3,2036,12221821
403,53,335,70,61,10147,12222109
11,2,19,5,2,699,12222155
37,11,10,4,18,1011,12222165
52,20,29,1,11,1871,12222185
11,1,11,4,6,643,12222193
11,4,11,4,1,687,12222218
21,12,16,16,16,2396,12222223
103,15,95,27,18,2147,12222277
2,0,0,0,0,132,12222291
101,8,74,11,20,2993,12222307
5,3,15,5,2,426,12222390
714,89,586,403,174,16193,12222407
118,5,61,34,26,2391,12222417
28,9,21,8,10,1479,12222418
38,5,22,3,4,1454,12222419
7,0,5,0,0,405,12222421
20,2,14,8,2,666,12222424
36,11,39,11,11,826,12222425
35,5,30,15,12,1671,12222430
97,6,75,5,6,1756,12222431
33,1,19,1,8,1073,12222434
82,4,49,21,23,3196,12222437
17,1,13,2,2,406,12222464
463,58,420,48,87,12089,12222479
32,9,65,2,20,2666,12222711
122,21,59,39,46,3226,12223035
48,14,51,3,22,1960,12223038
9,1,5,0,9,457,12223039
2,3,0,1,1,152,12223044
105,8,71,31,19,2312,12223051
36,8,11,2,22,2408,12223054
51,4,39,1,6,1476,12223062
59,10,42,3,9,3068,12223063
226,47,140,81,25,4371,12223142
58,11,72,15,23,3123,12223157
77,19,41,14,28,3467,12223188
83,4,58,16,10,2182,12223193
2,2,0,0,4,287,12223195
17,8,10,3,3,1125,12223422
51,4,21,5,6,2051,12223450
39,13,25,10,35,2742,12223467
18,0,42,5,6,663,12223470
106,4,52,10,9,1863,12223674
15,2,20,1,7,1079,12223687
39,3,41,7,7,2764,12223924
16,3,15,1,0,456,12223934
28,5,14,8,13,2001,12223949
18,4,33,2,4,1758,12223950
19,10,36,1,10,1683,12224119
56,3,50,3,10,2217,12224315
22,6,21,13,4,765,12224316
42,10,40,16,19,2715,12224325
49,8,21,15,28,1401,12224359
84,6,26,9,20,1077,12224382
19,1,30,5,4,1453,12224388
5,4,5,2,2,456,12224389
65,40,56,75,58,4671,12224403
71,8,29,4,16,1500,12224405
22,5,26,9,3,1124,12224409
129,20,152,20,19,2804,12224423
687,99,448,176,131,10940,12224444
20,37,21,10,8,2363,12224467
94,52,56,22,27,4042,12224566
